rank,GEOID,state,UOI_score,n_ok,n_nodes,link_node_ratio,connected_node_ratio,intersection_density,median_block_length_ft,walking_circuity,pedshed_reach,lnr_ok,cnr_ok,inter_density_ok,block_ok,circuity_ok
237,36061008000,36,0.982,5,281,1.726,0.9517,3840.887,35.0689,1.2467,0.0177,True,True,True,True,True
238,27053000300,27,0.982,5,861,1.6876,0.9757,2043.0636,25.8891,1.2358,0.0184,True,True,True,True,True
239,26017280400,26,0.9819,5,685,1.854,0.9758,1925.1122,27.9708,1.2458,0.0182,True,True,True,True,True
240,26017280700,26,0.9819,5,1272,1.794,0.9686,2290.6751,35.21,1.2453,0.0208,True,True,True,True,True
241,36061011402,36,0.9819,5,129,1.7597,0.9915,3040.8767,36.9915,1.2191,0.0145,True,True,True,True,True
242,36047040100,36,0.9819,5,137,1.7153,0.9836,1947.5669,31.378,1.2057,0.0173,True,True,True,True,True
243,55079006000,55,0.9819,5,339,1.8319,0.9847,2013.1272,30.0656,1.2355,0.0166,True,True,True,True,True
244,36047007600,36,0.9819,5,117,1.7778,1.0,1965.8567,29.6736,1.2101,0.015,True,True,True,True,True
245,36081013200,36,0.9819,5,246,1.6789,0.9389,2894.8795,33.9042,1.2293,0.0235,True,True,True,True,True
246,53033006800,53,0.9818,5,1200,1.6392,0.9407,3891.6221,25.981,1.26,0.0255,True,True,True,True,True
247,36047036900,36,0.9818,5,249,1.6867,0.9509,2433.0828,31.9865,1.2045,0.0174,True,True,True,True,True
248,36081023000,36,0.9818,5,183,1.7104,0.9458,2452.5219,25.0066,1.231,0.0163,True,True,True,True,True
249,36061007400,36,0.9818,5,212,1.7689,0.9747,2871.4002,32.8871,1.257,0.017,True,True,True,True,True
250,55079002600,55,0.9818,5,659,1.7769,0.9594,2282.6833,30.8136,1.2559,0.0207,True,True,True,True,True
251,36061007200,36,0.9817,5,253,1.7194,0.9451,3314.9006,38.458,1.2409,0.023,True,True,True,True,True
252,36005038301,36,0.9817,4,115,1.713,0.9608,2678.0354,27.8576,1.1971,0.0132,True,True,True,True,False
253,36061022102,36,0.9817,4,176,1.7898,1.0,4212.0009,38.3563,1.1866,0.0126,True,True,True,True,False
254,27053009500,27,0.9817,5,641,1.6771,0.9818,2395.7617,31.8701,1.2001,0.0155,True,True,True,True,True
255,55079005300,55,0.9816,5,633,1.8231,0.9935,2347.8226,44.6703,1.2136,0.0213,True,True,True,True,True
256,11001002002,11,0.9816,4,897,1.7101,0.9559,2509.5602,41.8209,1.1948,0.0236,True,True,True,True,False
257,33011000300,33,0.9816,5,528,1.6818,0.9348,2377.4501,29.5243,1.2176,0.0203,True,True,True,True,True
258,36081014700,36,0.9816,5,163,1.7178,0.9806,2660.8867,29.8409,1.2053,0.0131,True,True,True,True,True
259,55079004200,55,0.9816,4,689,1.7388,0.9833,2429.5126,47.3392,1.153,0.0212,True,True,True,True,False
260,36081061601,36,0.9816,5,315,1.7429,0.96,1961.8748,27.8904,1.2275,0.0175,True,True,True,True,True
261,36047019000,36,0.9816,4,195,1.7026,0.9348,2092.0941,31.3451,1.1738,0.0206,True,True,True,True,False
262,55079006200,55,0.9816,5,395,1.8506,0.9922,2104.7496,28.9304,1.2538,0.0171,True,True,True,True,True
263,19013000200,19,0.9815,5,1044,1.7672,0.9753,2309.308,42.9495,1.2076,0.0212,True,True,True,True,True
264,36047113000,36,0.9815,4,190,1.7737,0.9942,2284.9063,27.3196,1.1795,0.0123,True,True,True,True,False
265,36081017200,36,0.9815,4,231,1.7056,0.9727,2900.8995,31.5682,1.1913,0.0132,True,True,True,True,False
266,36047037500,36,0.9815,4,201,1.6517,0.9441,2756.1913,29.2618,1.1438,0.0153,True,True,True,True,False
267,36047023200,36,0.9815,4,160,1.7812,0.9932,1670.3991,29.626,1.1954,0.0165,True,True,True,True,False
268,36081003100,36,0.9815,5,246,1.6707,0.95,3281.4073,30.748,1.2108,0.0149,True,True,True,True,True
269,36047011700,36,0.9814,5,210,1.719,0.9594,2433.0016,34.3668,1.2386,0.02,True,True,True,True,True
270,34017016900,34,0.9814,5,259,1.6216,0.9673,4244.8251,27.7756,1.2658,0.0213,True,True,True,True,True
271,11001008001,11,0.9814,5,489,1.6851,0.9571,3578.5396,43.6795,1.2122,0.0213,True,True,True,True,True
272,36081058500,36,0.9814,5,202,1.6881,0.9511,2648.0485,25.2657,1.2533,0.018,True,True,True,True,True
273,36081053401,36,0.9813,5,261,1.6743,0.9703,2278.9029,33.271,1.203,0.0175,True,True,True,True,True
274,55079020400,55,0.9813,5,482,1.805,0.9825,2382.9422,36.6995,1.2592,0.0244,True,True,True,True,True
275,27053110800,27,0.9813,5,978,1.7955,0.9853,1858.1399,29.9918,1.2497,0.0204,True,True,True,True,True
276,36047059200,36,0.9813,5,247,1.7045,0.9524,2598.1842,32.336,1.2123,0.0159,True,True,True,True,True
277,55079003500,55,0.9813,5,1046,1.7925,0.9733,2197.8174,38.5499,1.2354,0.0218,True,True,True,True,True
278,55079009300,55,0.9813,5,550,1.7727,0.962,2301.6265,31.4239,1.2589,0.0207,True,True,True,True,True
279,55079100100,55,0.9813,5,941,1.7407,0.9549,2614.6982,37.2556,1.2437,0.022,True,True,True,True,True
280,36047052300,36,0.9812,5,172,1.7267,0.956,2715.7899,28.3858,1.2207,0.0138,True,True,True,True,True
281,36047114400,36,0.9812,5,477,1.7233,0.9447,2572.4449,31.127,1.2546,0.0221,True,True,True,True,True
282,36061014000,36,0.9812,5,197,1.8223,0.9946,2675.1295,37.6115,1.2302,0.0153,True,True,True,True,True
283,36047087000,36,0.9812,5,143,1.7902,0.985,2178.8646,31.3123,1.206,0.014,True,True,True,True,True
284,36047021900,36,0.9812,5,145,1.7103,0.9776,2307.4254,29.4964,1.2134,0.0144,True,True,True,True,True
285,36081018502,36,0.9812,4,130,1.7,0.9508,3053.4242,34.8786,1.1794,0.0148,True,True,True,True,False
286,53033006900,53,0.9811,5,1259,1.6473,0.9406,3219.1681,27.7526,1.2576,0.0237,True,True,True,True,True
287,36047009600,36,0.9811,4,110,1.7818,0.9902,1735.2261,28.3005,1.1891,0.015,True,True,True,True,False
288,36047081400,36,0.9811,5,174,1.7471,0.9748,2359.0452,31.081,1.2255,0.0147,True,True,True,True,True
289,55079013700,55,0.9811,5,436,1.695,0.9575,3144.2156,35.351,1.2477,0.019,True,True,True,True,True
290,27053101200,27,0.9811,5,1263,1.715,0.9664,1884.2653,31.0728,1.2133,0.0186,True,True,True,True,True
291,12086004403,12,0.981,5,500,1.656,0.9386,3515.6414,33.376,1.2366,0.0213,True,True,True,True,True
292,55101001003,55,0.981,5,903,1.8427,0.9786,2161.0848,33.8419,1.2587,0.023,True,True,True,True,True
293,34017018800,34,0.981,5,269,1.5874,0.9631,3658.5051,22.4902,1.2127,0.016,True,True,True,True,True
294,42101007900,42,0.981,5,434,1.6935,0.9373,2665.7037,29.7408,1.2302,0.0175,True,True,True,True,True
295,36081017400,36,0.981,4,201,1.7313,0.9744,2582.1872,30.9859,1.1347,0.0125,True,True,True,True,False
296,36081051600,36,0.9809,5,192,1.7552,0.9719,2439.7396,28.5761,1.2224,0.0134,True,True,True,True,True
297,27145000303,27,0.9809,5,566,1.6996,0.9354,2981.4657,36.1991,1.2235,0.0205,True,True,True,True,True
298,27053110100,27,0.9809,5,940,1.65,0.9638,2563.7928,27.997,1.2467,0.0182,True,True,True,True,True
299,36081017600,36,0.9808,4,195,1.7436,0.9788,2524.0357,30.4085,1.1653,0.0123,True,True,True,True,False
300,36047050700,36,0.9808,5,208,1.7115,0.9529,2702.4052,32.8576,1.2183,0.0155,True,True,True,True,True
301,36081142900,36,0.9808,5,477,1.7233,0.9581,2119.4785,30.7661,1.203,0.0158,True,True,True,True,True
302,36081013000,36,0.9807,4,198,1.6869,0.9429,2276.858,29.8704,1.1688,0.0159,True,True,True,True,False
303,11001002101,11,0.9807,5,709,1.7264,0.9615,2801.1892,41.5584,1.2381,0.0229,True,True,True,True,True
304,36081070700,36,0.9807,5,300,1.7133,0.9308,3137.4568,30.0722,1.2169,0.0153,True,True,True,True,True
305,53033007600,53,0.9807,5,942,1.6348,0.9436,3790.6772,28.8665,1.2628,0.0267,True,True,True,True,True
306,36081004401,36,0.9807,5,304,1.7171,0.941,2673.2637,33.96,1.2189,0.0172,True,True,True,True,True
307,36047095800,36,0.9806,5,237,1.7426,0.96,2386.9534,35.7972,1.2089,0.0161,True,True,True,True,True
308,36061022000,36,0.9806,4,167,1.8084,0.987,2250.1811,35.6611,1.1657,0.0139,True,True,True,True,False
309,36047070000,36,0.9806,5,192,1.7812,0.9724,2257.8193,31.8898,1.2094,0.0141,True,True,True,True,True
310,55079101700,55,0.9806,5,832,1.7464,0.965,2143.9103,39.3012,1.2191,0.0215,True,True,True,True,True
311,53033007302,53,0.9806,4,600,1.6033,0.9379,4377.5939,35.9055,1.1995,0.0291,True,True,True,True,False
312,36081028500,36,0.9806,4,170,1.7059,0.9605,2391.7059,30.5791,1.1852,0.014,True,True,True,True,False
313,36081028700,36,0.9806,4,233,1.6781,0.9481,2661.1507,32.0965,1.1994,0.0157,True,True,True,True,False
314,36047017800,36,0.9805,5,188,1.734,0.9602,2668.6257,34.247,1.2103,0.0146,True,True,True,True,True
315,36005037100,36,0.9805,5,224,1.7411,0.9471,2574.5798,30.6857,1.2512,0.0177,True,True,True,True,True
316,36047116600,36,0.9804,5,178,1.809,0.988,2664.8977,26.6125,1.2295,0.012,True,True,True,True,True
317,36081014000,36,0.9804,4,247,1.7166,0.9609,2577.0794,38.3612,1.1932,0.016,True,True,True,True,False
318,36047086800,36,0.9804,5,171,1.7544,0.9873,2299.4951,33.3448,1.2163,0.0145,True,True,True,True,True
319,36061026900,36,0.9804,5,223,1.7354,0.9573,2979.8974,37.5492,1.2361,0.0169,True,True,True,True,True
320,36061014802,36,0.9804,5,136,1.7868,0.9844,2597.8021,37.0702,1.2266,0.0149,True,True,True,True,True
321,36047003900,36,0.9803,5,159,1.7233,0.965,2277.6671,33.3793,1.2157,0.0158,True,True,True,True,True
322,53033008800,53,0.9803,5,1359,1.6115,0.9469,3407.5162,27.5591,1.2542,0.0236,True,True,True,True,True
323,36047016100,36,0.9803,5,218,1.6927,0.97,2754.7476,32.0669,1.2437,0.0159,True,True,True,True,True
324,33011001600,33,0.9802,5,853,1.7151,0.9451,2892.6863,29.4177,1.2749,0.0237,True,True,True,True,True
325,27123032500,27,0.9802,5,764,1.7539,0.9399,2209.4764,33.0184,1.2237,0.0189,True,True,True,True,True
326,53033003000,53,0.9802,5,1561,1.6829,0.9456,2471.6126,27.4081,1.2593,0.0218,True,True,True,True,True
327,34017014200,34,0.9802,4,388,1.6082,0.9557,2709.6116,26.2648,1.1994,0.016,True,True,True,True,False
328,36047050001,36,0.9802,5,159,1.7044,0.9463,2607.5568,35.4987,1.2083,0.0168,True,True,True,True,True
329,36081118900,36,0.9801,4,162,1.7037,0.9459,1791.9276,31.1942,1.182,0.0203,True,True,True,True,False
330,36081001600,36,0.9801,4,141,1.7589,0.9922,2171.1595,24.6473,1.172,0.0119,True,True,True,True,False
331,36047092400,36,0.9801,4,253,1.7154,0.9487,2284.4937,31.8373,1.1981,0.0156,True,True,True,True,False
332,36047016600,36,0.98,5,183,1.765,0.9769,1639.7857,29.6096,1.2119,0.0171,True,True,True,True,True
333,36081126500,36,0.98,4,235,1.6766,0.9502,2708.7473,33.8944,1.1947,0.0156,True,True,True,True,False
334,36081109900,36,0.98,5,309,1.712,0.9586,1901.3053,29.7933,1.2285,0.0187,True,True,True,True,True
335,36081015600,36,0.98,4,190,1.7105,0.9833,2188.4507,29.0223,1.1882,0.0132,True,True,True,True,False
336,08031000504,08,0.98,5,1302,1.725,0.9642,2910.4171,36.7717,1.2684,0.0268,True,True,True,True,True
337,11001005802,11,0.98,5,1030,1.6709,0.9467,3574.8157,39.439,1.2293,0.0198,True,True,True,True,True
338,36047051300,36,0.98,4,299,1.7124,0.9537,2689.3329,30.7169,1.1969,0.0133,True,True,True,True,False
339,55079020500,55,0.9799,5,449,1.7862,0.9608,2261.037,32.8396,1.2584,0.02,True,True,True,True,True
340,36047006700,36,0.9799,5,136,1.6838,0.9528,2007.1126,26.893,1.2099,0.0164,True,True,True,True,True
341,53053061400,53,0.9799,5,1234,1.7237,0.9437,3138.0213,39.6604,1.2501,0.0267,True,True,True,True,True
342,36081112900,36,0.9798,5,277,1.7256,0.954,1816.8033,26.2959,1.2337,0.0186,True,True,True,True,True
343,36047054900,36,0.9798,5,258,1.7132,0.9309,3034.6971,28.248,1.2304,0.015,True,True,True,True,True
344,53033007201,53,0.9798,5,369,1.5989,0.9588,5601.1259,36.8619,1.2084,0.0188,True,True,True,True,True
345,36047030100,36,0.9797,4,187,1.6791,0.9713,2251.179,32.395,1.1792,0.0148,True,True,True,True,False
346,08031001704,08,0.9797,5,768,1.7148,0.932,3622.4054,38.3136,1.2454,0.0234,True,True,True,True,True
347,24510110200,24,0.9796,5,1096,1.6706,0.9276,3546.4902,40.2428,1.2094,0.0255,True,True,True,True,True
348,36081036500,36,0.9796,4,169,1.787,0.9936,2431.0943,33.0397,1.1777,0.0122,True,True,True,True,False
349,36047026000,36,0.9796,4,127,1.7717,0.9914,1828.8181,30.3478,1.1912,0.0142,True,True,True,True,False
350,55079005800,55,0.9796,5,967,1.7415,0.9559,2272.5592,42.3753,1.2106,0.022,True,True,True,True,True
351,27053110200,27,0.9796,5,1057,1.6632,0.9723,2149.9897,27.2539,1.2533,0.0195,True,True,True,True,True
352,36061007600,36,0.9795,4,179,1.6983,0.9448,2288.6843,37.7231,1.1742,0.0184,True,True,True,True,False
353,55079017000,55,0.9795,5,646,1.808,0.9744,2235.2195,31.6667,1.2736,0.0213,True,True,True,True,True
354,36005041300,36,0.9795,5,229,1.6987,0.9522,2973.0825,38.7139,1.2107,0.0162,True,True,True,True,True
355,36047092000,36,0.9795,5,241,1.722,0.9515,2359.0124,30.3051,1.2165,0.0146,True,True,True,True,True
356,27123031000,27,0.9794,5,1078,1.7532,0.9691,2501.9003,34.6949,1.271,0.0232,True,True,True,True,True
357,36081004200,36,0.9794,5,255,1.6471,0.9494,2909.5614,33.1398,1.2119,0.0163,True,True,True,True,True
358,36081084601,36,0.9794,4,254,1.7402,0.9839,1916.1287,32.3442,1.1753,0.0145,True,True,True,True,False
359,36047012901,36,0.9794,4,146,1.6918,0.9478,2558.4009,36.2697,1.1885,0.0162,True,True,True,True,False
360,55079009400,55,0.9794,5,532,1.7688,0.9631,2126.3566,31.519,1.2474,0.0173,True,True,True,True,True
361,36047019700,36,0.9794,5,196,1.6633,0.9653,2546.9942,30.5085,1.239,0.0162,True,True,True,True,True
362,36081075702,36,0.9794,5,333,1.7207,0.9457,2173.585,25.0131,1.229,0.0155,True,True,True,True,True
363,33011001300,33,0.9793,5,652,1.6672,0.9416,2978.8574,28.3891,1.2635,0.0199,True,True,True,True,True
364,36081028801,36,0.9793,5,199,1.6834,0.9628,1966.0868,33.2185,1.2319,0.0232,True,True,True,True,True
365,26017280600,26,0.9793,5,1053,1.8167,0.9591,2188.0603,31.3074,1.2698,0.0226,True,True,True,True,True
366,55079005700,55,0.9793,5,706,1.8229,0.9794,2161.3216,39.3209,1.2485,0.0215,True,True,True,True,True
367,36061027100,36,0.9792,5,279,1.7599,0.9624,3437.0452,37.1424,1.2569,0.0163,True,True,True,True,True
368,34023005602,34,0.9792,5,566,1.7491,0.9421,1881.491,33.9058,1.2121,0.0215,True,True,True,True,True
369,53033007202,53,0.9792,5,586,1.6212,0.9463,4883.0255,38.6778,1.2308,0.0238,True,True,True,True,True
370,11001004402,11,0.9792,5,391,1.665,0.9507,3271.1154,41.2303,1.233,0.0226,True,True,True,True,True
371,55079091000,55,0.9792,5,982,1.7648,0.9564,2111.5238,29.8064,1.2587,0.0188,True,True,True,True,True
372,36047015700,36,0.9791,5,134,1.694,0.9748,1794.4347,28.2907,1.2272,0.0173,True,True,True,True,True
373,36061001402,36,0.9791,5,172,1.6512,0.9557,3433.0074,31.6175,1.251,0.0168,True,True,True,True,True
374,36005037300,36,0.9791,5,211,1.6825,0.9474,2687.7475,32.7625,1.2149,0.0154,True,True,True,True,True
375,36061017200,36,0.9791,5,244,1.75,0.952,3173.0953,40.0722,1.2603,0.0219,True,True,True,True,True
376,36005038700,36,0.9791,5,236,1.6907,0.9263,2868.2829,32.3885,1.2068,0.0164,True,True,True,True,True
377,36061021303,36,0.979,5,203,1.6552,0.9605,2872.2828,38.54,1.22,0.0179,True,True,True,True,True
378,36081054500,36,0.979,5,143,1.7622,0.9769,2898.7124,27.0112,1.2267,0.0114,True,True,True,True,True
379,11001008302,11,0.979,5,360,1.6639,0.9415,3196.646,36.0827,1.221,0.0173,True,True,True,True,True
380,36047044500,36,0.979,5,182,1.7527,0.9588,2487.1601,25.9875,1.2558,0.0147,True,True,True,True,True
381,11001006500,11,0.979,5,679,1.6642,0.9318,3056.3362,40.1886,1.2076,0.0237,True,True,True,True,True
382,55079005500,55,0.9789,5,938,1.7964,0.9703,1773.1856,33.0085,1.2447,0.0211,True,True,True,True,True
383,36047090000,36,0.9789,5,242,1.7149,0.9513,2261.8605,32.0112,1.2017,0.0148,True,True,True,True,True
384,08031002801,08,0.9789,5,966,1.6988,0.9273,2981.0646,40.1837,1.2179,0.0247,True,True,True,True,True
385,36081124700,36,0.9789,5,451,1.7317,0.9417,2164.3056,30.1345,1.2306,0.0168,True,True,True,True,True
386,34017015500,34,0.9789,5,456,1.5811,0.9562,3555.4518,24.7523,1.2566,0.0226,True,True,True,True,True
387,55079180200,55,0.9789,5,879,1.8453,0.9882,1911.982,36.5026,1.2501,0.0217,True,True,True,True,True
388,36081114100,36,0.9788,5,389,1.7301,0.961,1994.1126,30.105,1.2402,0.0171,True,True,True,True,True
389,36081003302,36,0.9788,5,353,1.7479,0.9517,2487.7305,29.6457,1.2431,0.0146,True,True,True,True,True
390,08031003005,08,0.9788,5,742,1.7857,0.9721,1992.701,38.9928,1.2292,0.0192,True,True,True,True,True
391,36005040501,36,0.9788,4,96,1.6875,0.9756,2500.5919,26.4665,1.1825,0.0118,True,True,True,True,False
392,34013007800,34,0.9788,5,162,1.7469,0.9737,1939.0355,25.1542,1.2104,0.0134,True,True,True,True,True
393,34017018702,34,0.9787,4,251,1.5896,0.9609,3480.9128,27.0013,1.1514,0.0137,True,True,True,True,False
394,36081036300,36,0.9787,5,153,1.7451,0.985,2515.2413,30.2018,1.2093,0.0119,True,True,True,True,True
395,36047096200,36,0.9787,5,211,1.7346,0.9598,2762.0755,38.417,1.2197,0.015,True,True,True,True,True
396,55079007500,55,0.9787,5,550,1.8127,0.9646,1941.8969,33.6811,1.2487,0.0198,True,True,True,True,True
397,55079004600,55,0.9787,5,724,1.768,0.9673,2580.1638,46.5912,1.2356,0.0222,True,True,True,True,True
398,36047027900,36,0.9787,4,127,1.7244,0.9573,1791.4495,28.399,1.1984,0.0154,True,True,True,True,False
399,36081040000,36,0.9786,4,216,1.6667,0.9231,2533.2409,36.1188,1.1773,0.0224,True,True,True,True,False
400,36047028800,36,0.9786,4,130,1.7308,1.0,2033.9156,29.6391,1.1886,0.0127,True,True,True,True,False
401,36047054700,36,0.9786,5,213,1.6948,0.9353,2862.6224,28.6056,1.2254,0.0144,True,True,True,True,True
402,55079005200,55,0.9785,5,628,1.7739,0.9702,2215.2875,43.3038,1.2268,0.0201,True,True,True,True,True
403,55079008100,55,0.9785,5,286,1.7587,0.9632,2433.213,32.5591,1.2346,0.0143,True,True,True,True,True
404,36061005200,36,0.9785,5,257,1.6537,0.9438,3603.7444,34.4898,1.2368,0.0172,True,True,True,True,True
405,55079017300,55,0.9785,5,532,1.7838,0.9824,2547.1342,47.1194,1.2387,0.0207,True,True,True,True,True
406,36081003900,36,0.9785,4,144,1.7708,0.9704,2308.5558,31.7913,1.1683,0.0121,True,True,True,True,False
407,11001009301,11,0.9784,5,1093,1.7356,0.9385,2316.5531,28.6745,1.2657,0.0212,True,True,True,True,True
408,36081045700,36,0.9784,5,123,1.6911,0.9725,1823.9716,26.9997,1.2022,0.0148,True,True,True,True,True
409,36081027500,36,0.9784,4,199,1.7236,0.9451,2507.9547,28.6844,1.1661,0.0124,True,True,True,True,False
410,53033008003,53,0.9784,4,454,1.6123,0.9494,5175.9826,38.2874,1.1828,0.0167,True,True,True,True,False
411,55079003200,55,0.9784,5,705,1.8199,0.9868,2146.9093,39.8031,1.2419,0.0184,True,True,True,True,True
412,36061006100,36,0.9784,5,166,1.7048,0.9342,2586.7456,36.7618,1.2128,0.0179,True,True,True,True,True
413,53033008700,53,0.9783,5,1213,1.6084,0.9404,3851.1125,28.4186,1.263,0.0252,True,True,True,True,True
414,36081047000,36,0.9783,5,252,1.6865,0.9447,2507.2926,28.2415,1.2414,0.0157,True,True,True,True,True
415,27123032200,27,0.9783,5,660,1.7152,0.9372,2142.2565,33.3825,1.2307,0.0205,True,True,True,True,True
416,36047043300,36,0.9783,5,191,1.7016,0.9545,2586.2165,27.5722,1.2337,0.0136,True,True,True,True,True
417,11001008100,11,0.9782,5,418,1.7225,0.9575,3417.224,36.5551,1.2673,0.0182,True,True,True,True,True
418,36047042300,36,0.9782,5,175,1.6457,0.9565,2188.7504,27.8609,1.2235,0.0162,True,True,True,True,True
419,36047053300,36,0.9782,4,173,1.7225,0.9752,2105.2344,28.8681,1.1935,0.0127,True,True,True,True,False
420,08031001603,08,0.9782,5,1564,1.6758,0.9206,3794.9043,42.1129,1.2039,0.0297,True,True,True,True,True
421,36081035100,36,0.9782,4,152,1.7368,0.9496,2455.3,32.9888,1.1935,0.0136,True,True,True,True,False
422,36047014902,36,0.9782,5,166,1.6867,0.9679,2236.6046,32.2654,1.217,0.0149,True,True,True,True,True
423,36005022300,36,0.9781,5,125,1.736,0.9912,3127.0271,32.4491,1.2178,0.0115,True,True,True,True,True
424,34017000200,34,0.9781,5,339,1.59,0.9484,2905.7902,26.8668,1.201,0.0158,True,True,True,True,True
425,36081045900,36,0.9781,4,123,1.7642,0.9821,2081.2844,24.3537,1.1742,0.0114,True,True,True,True,False
426,36047018300,36,0.9781,4,122,1.6885,0.972,1961.6692,28.8435,1.1946,0.0141,True,True,True,True,False
427,36081081400,36,0.9781,4,245,1.7388,0.9442,1541.8348,25.0984,1.1959,0.0178,True,True,True,True,False
428,55079006400,55,0.9781,5,420,1.7548,0.9701,2062.5188,33.5007,1.2505,0.0178,True,True,True,True,True
429,36081010800,36,0.9781,4,115,1.7739,0.9904,1692.8994,28.5531,1.1919,0.0136,True,True,True,True,False
430,53033004800,53,0.978,5,1764,1.6117,0.9179,3148.5177,31.939,1.2091,0.0271,True,True,True,True,True
431,53033007901,53,0.978,5,525,1.5848,0.9271,4438.9107,29.2405,1.2112,0.0187,True,True,True,True,True
432,36061005800,36,0.978,4,175,1.7429,0.9815,2357.6485,37.2605,1.1689,0.0131,True,True,True,True,False
433,11001005001,11,0.9779,5,328,1.6555,0.9572,3750.2627,42.6312,1.2339,0.0194,True,True,True,True,True
434,27123030900,27,0.9779,5,781,1.694,0.9538,2020.789,32.9921,1.2361,0.0199,True,True,True,True,True
435,27053100700,27,0.9779,5,873,1.6747,0.9669,2189.7034,26.0433,1.2688,0.0197,True,True,True,True,True
436,36047085000,36,0.9779,5,187,1.6952,0.9657,3026.7541,36.0072,1.2235,0.0139,True,True,True,True,True
437,36081001903,36,0.9779,5,477,1.7296,0.9348,2392.4394,33.6056,1.2422,0.019,True,True,True,True,True
438,36047042900,36,0.9778,5,154,1.7403,0.9653,2141.199,26.8176,1.2267,0.0132,True,True,True,True,True
439,27053101300,27,0.9778,5,443,1.6975,0.9456,2181.1987,37.1949,1.203,0.0182,True,True,True,True,True
440,36047015500,36,0.9778,4,107,1.7103,0.978,1540.3718,29.5341,1.1879,0.0163,True,True,True,True,False
441,53033003202,53,0.9778,5,976,1.6578,0.9463,2386.7587,28.7205,1.2595,0.0211,True,True,True,True,True
442,55079015900,55,0.9778,5,528,1.7235,0.9739,2669.5812,39.7178,1.2628,0.0204,True,True,True,True,True
443,36061015002,36,0.9778,5,161,1.7578,0.9733,3011.3503,36.1844,1.2709,0.0169,True,True,True,True,True
444,36047006000,36,0.9777,5,141,1.6738,0.9597,2024.2256,36.7257,1.2034,0.0188,True,True,True,True,True
445,27053100800,27,0.9777,5,904,1.667,0.9699,2000.5309,25.6102,1.2548,0.0183,True,True,True,True,True
446,36047089600,36,0.9777,5,149,1.7047,0.9433,2311.4963,31.7274,1.2153,0.0152,True,True,True,True,True
447,53033007503,53,0.9776,4,412,1.5777,0.9306,4999.3105,34.2569,1.185,0.0209,True,True,True,True,False
448,36047093800,36,0.9776,5,161,1.6894,0.972,2745.9544,32.0702,1.2459,0.0144,True,True,True,True,True
449,55079100300,55,0.9776,5,844,1.7062,0.9581,2583.7678,43.2005,1.2358,0.0211,True,True,True,True,True
450,36061020600,36,0.9776,5,178,1.7697,0.9814,2751.0832,30.853,1.2334,0.0118,True,True,True,True,True
451,25025060501,25,0.9776,4,466,1.6502,0.9312,2553.8691,33.8665,1.1781,0.0172,True,True,True,True,False
452,36047115600,36,0.9776,5,212,1.7075,0.93,3013.4603,31.9734,1.2378,0.0158,True,True,True,True,True
453,36047024000,36,0.9776,4,153,1.8105,0.9861,2166.5752,30.7743,1.151,0.0114,True,True,True,True,False
454,36047075800,36,0.9775,4,153,1.7451,0.979,1766.5233,30.3609,1.1865,0.0138,True,True,True,True,False
455,27123036400,27,0.9775,5,1074,1.7514,0.9692,2011.6063,37.0719,1.2456,0.0195,True,True,True,True,True
456,36047003700,36,0.9775,4,217,1.6682,0.9436,2863.1033,36.2959,1.1703,0.0146,True,True,True,True,False
457,27053109200,27,0.9775,5,477,1.7631,0.9584,2334.4606,30.7218,1.266,0.0168,True,True,True,True,True
458,36081141700,36,0.9775,5,751,1.7017,0.9544,2002.8374,36.8684,1.2284,0.0212,True,True,True,True,True
459,11001004801,11,0.9775,5,493,1.6572,0.9543,3584.2558,38.7467,1.2539,0.0199,True,True,True,True,True
460,36081029100,36,0.9774,5,339,1.6755,0.9443,3021.1047,36.0433,1.251,0.0189,True,True,True,True,True
461,36081012000,36,0.9774,5,147,1.6939,0.9481,2293.8804,27.8117,1.241,0.0153,True,True,True,True,True
462,36081055700,36,0.9774,5,234,1.6667,0.9515,2126.1776,27.7329,1.2066,0.0146,True,True,True,True,True
463,53033005307,53,0.9774,5,152,1.6579,0.9574,2688.9825,32.8445,1.2222,0.0147,True,True,True,True,True
464,36047015900,36,0.9773,5,239,1.7071,0.9595,2199.0874,38.622,1.2343,0.0193,True,True,True,True,True
465,36005007600,36,0.9773,4,244,1.6721,0.9552,2539.7067,41.0728,1.1683,0.0164,True,True,True,True,False
466,53033003601,53,0.9773,5,922,1.6215,0.9327,3142.6906,30.561,1.2468,0.0204,True,True,True,True,True
467,36047014000,36,0.9773,5,160,1.6875,0.9673,2598.3802,38.0381,1.2202,0.0152,True,True,True,True,True
468,36047005900,36,0.9773,4,384,1.6927,0.9394,2486.706,29.0978,1.1859,0.0131,True,True,True,True,False
469,11001010100,11,0.9773,5,740,1.677,0.9466,3013.7458,47.4836,1.2148,0.0236,True,True,True,True,True
470,42049000901,42,0.9773,5,466,1.7296,0.9431,2029.9337,35.1115,1.2123,0.0175,True,True,True,True,True
471,36081005700,36,0.9773,5,216,1.7917,0.9803,2305.4039,29.0617,1.2219,0.0118,True,True,True,True,True
472,26125175300,26,0.9773,5,1070,1.7794,0.9685,1580.1781,29.9196,1.2308,0.0172,True,True,True,True,True
473,36047019800,36,0.9772,4,115,1.7478,1.0,2057.1483,29.1634,1.1967,0.0119,True,True,True,True,False
